"question_text_en","time_limit","subject","options_en","target_language","correct_answer","options_uz","points","options_pl","question_text_az","options_tr","question_text_pl","explanation_ru","options_az","question_text_tr","explanation_tr","question_text_ru","explanation_pl","explanation_az","source_language","options_ru","difficulty","explanation_en","explanation_uz","question_text_uz","id","created_date","updated_date","created_by_id","created_by","is_sample"
"What year did the United Nations form?","12","history","[""1943"",""1945"",""1947"",""1950""]","","1","[""1943"",""1945"",""1947"",""1950""]","1","[""1943"",""1945"",""1947"",""1950""]","Birləşmiş Millətlər Təşkilatı hansı ildə yarandı?","[""1943"",""1945"",""1947"",""1950""]","W którym roku powstała Organizacja Narodów Zjednoczonych?","","[""1943"",""1945"",""1947"",""1950""]","Birleşmiş Milletler hangi yılda kuruldu?","","В каком году была образована Организация Объединенных Наций?","","","","[""1943"",""1945"",""1947"",""1950""]","5","","","Birlashgan Millatlar Tashkiloti qaysi yilda tashkil topgan?","6986657a06f2302820cb671c","2026-02-06T22:04:42.730000","2026-07-09T02:14:26.959000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which ancient civilization is known for democracy?","12","history","[""Roman"",""Egyptian"",""Greek"",""Persian""]","","2","[""Rim"",""Misr"",""Yunon"",""Fors""]","1","[""Rzymska"",""Egipska"",""Grecka"",""Perska""]","Hansı qədim sivilizasiya demokratiyası ilə tanınır?","[""Roma"",""Mısır"",""Yunan"",""Pers""]","Która starożytna cywilizacja jest znana z demokracji?","","[""Roma"",""Misir"",""Yunan"",""Fars""]","Hangi antik uygarlık demokrasisiyle tanınır?","","Какая древняя цивилизация известна своей демократией?","","","","[""Римский"",""Египетский"",""Греческий"",""Персидский""]","5","","","Qaysi qadimgi tsivilizatsiya demokratiya bilan mashhur?","6986657707b02712b9600abe","2026-02-06T22:04:39.743000","2026-07-09T02:14:28.161000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was the last Tsar of Russia?","12","history","[""Alexander II"",""Nicholas II"",""Peter the Great"",""Ivan IV""]","","1","[""Aleksandr II"",""Nikolay II"",""Buyuk Pyotr"",""Ivan IV""]","1","[""Aleksander II"",""Mikołaj II"",""Piotr Wielki"",""Iwan IV""]","Rusiyanın sonuncu çarı kim idi?","[""II. İskender"",""II. Nikolas"",""Büyük Petrus"",""IV. İvan""]","Kto był ostatnim carem Rosji?","","[""II Aleksandr"",""II Nikolay"",""Böyük Pyotr"",""IV İvan""]","Rusya'nın son Çarı kimdi?","","Кто был последним царём России?","","","","[""Александр II"",""Николай II"",""Пётр Великий"",""Иван IV""]","5","","","Rossiyaning oxirgi podshosi kim bo'lgan?","698665776a79f9a373f572b3","2026-02-06T22:04:39.616000","2026-07-09T02:14:38.156000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which country initiated the Industrial Revolution?","12","history","[""France"",""Germany"",""United States"",""United Kingdom""]","","3","[""Fransiya"",""Germaniya"",""Qo'shma Shtatlar"",""Buyuk Britaniya""]","1","[""Francja"",""Niemcy"",""Stany Zjednoczone"",""Wielka Brytania""]","Sənaye İnqilabının başlanğıcını hansı ölkə qoyub?","[""Fransa"",""Almanya"",""Amerika Birleşik Devletleri"",""Birleşik Krallık""]","Który kraj zapoczątkował rewolucję przemysłową?","","[""Fransa"",""Almaniya"",""Amerika Birləşmiş Ştatları"",""Birləşmiş Krallıq""]","Sanayi Devrimi'ni hangi ülke başlattı?","","Какая страна положила начало промышленной революции?","","","","[""Франция"",""Германия"",""Соединенные Штаты"",""Великобритания""]","5","","","Sanoat inqilobini qaysi davlat boshlagan?","69866577679b1355af82bbed","2026-02-06T22:04:39.514000","2026-07-09T02:14:39.246000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What was the main goal of the Crusades?","12","history","[""Expand trade routes"",""Spread democracy"",""Control holy lands"",""Colonize Asia""]","","2","[""Savdo yo'llarini kengaytirish"",""Demokratiyani yoyish"",""Muqaddas yerlarni nazorat qilish"",""Osiyoni mustamlaka qilish""]","1","[""Rozszerzenie szlaków handlowych"",""Rozprzestrzenianie demokracji"",""Kontrola nad ziemiami świętymi"",""Kolonizacja Azji""]","Səlib yürüşlərinin əsas məqsədi nə idi?","[""Ticaret yollarını genişlet"",""Demokrasiyi yay"",""Kutsal toprakları kontrol altına al"",""Asya'yı sömürgeleştir""]","Jaki był główny cel wypraw krzyżowych?","","[""Ticarət yollarını genişləndirin"",""Demokratiyanı yayın"",""Müqəddəs torpaqlara nəzarət edin"",""Asiyanı müstəmləkə edin""]","Haçlı Seferlerinin asıl amacı neydi?","","Какова была главная цель крестовых походов?","","","","[""Расширение торговых путей"",""Распространение демократии"",""Контроль над священными землями"",""Колонизация Азии""]","5","","","Salib yurishlarining asosiy maqsadi nima edi?","698665775755d149338d496e","2026-02-06T22:04:39.388000","2026-07-09T02:14:40.754000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which empire collapsed after World War I?","12","history","[""Roman Empire"",""Ottoman Empire"",""British Empire"",""Mongol Empire""]","","1","[""Rim imperiyasi"",""Usmonli imperiyasi"",""Britaniya imperiyasi"",""Mo'g'ul imperiyasi""]","1","[""Cesarstwo Rzymskie"",""Imperium Osmańskie"",""Imperium Brytyjskie"",""Imperium Mongolskie""]","Birinci Dünya Müharibəsindən sonra hansı imperiya dağıldı?","[""Roma İmparatorluğu"",""Osmanlı İmparatorluğu"",""Britanya İmparatorluğu"",""Moğol İmparatorluğu""]","Które imperium upadło po I wojnie światowej?","","[""Roma İmperiyası"",""Osmanlı İmperiyası"",""Britaniya İmperiyası"",""Monqol İmperiyası""]","Birinci Dünya Savaşı'ndan sonra hangi imparatorluk çöktü?","","Какая империя рухнула после Первой мировой войны?","","","","[""Римская империя"",""Османская империя"",""Британская империя"",""Монгольская империя""]","5","","","Birinchi jahon urushidan keyin qaysi imperiya quladi?","698665776b96ea37d82391ce","2026-02-06T22:04:39.275000","2026-07-09T02:14:41.896000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who led the Indian independence movement through nonviolence?","12","history","[""Jawaharlal Nehru"",""Subhas Chandra Bose"",""Mahatma Gandhi"",""Bhagat Singh""]","","2","[""Javoharlal Neru"",""Subhas Chandra Bose"",""Mahatma Gandi"",""Bhagat Singx""]","1","[""Jawaharlal Nehru"",""Subhas Chandra Bose"",""Mahatma Gandhi"",""Bhagat Singh""]","Hindistanda zorakılıqsız müstəqillik hərəkatına kim rəhbərlik etmişdir?","[""Jawaharlal Nehru"",""Subhas Chandra Bose"",""Mahatma Gandhi"",""Bhagat Singh""]","Kto kierował indyjskim ruchem niepodległościowym poprzez stosowanie zasady niestosowania przemocy?","","[""Cavaharlal Nehru"",""Subhas Chandra Bose"",""Mahatma Qandi"",""Bhagat Singh""]","Hindistan bağımsızlık hareketine şiddet içermeyen yöntemlerle kim önderlik etti?","","Кто возглавил движение за независимость Индии, используя ненасильственные методы?","","","","[""Джавахарлал Неру"",""Субхас Чандра Бос"",""Махатма Ганди"",""Бхагат Сингх""]","5","","","Hindiston mustaqillik harakatiga zo'ravonliksiz yo'l bilan kim rahbarlik qilgan?","69866577663a75d638e165a4","2026-02-06T22:04:39.156000","2026-07-09T02:14:43.084000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which city was once known as Byzantium?","12","history","[""Rome"",""Athens"",""Istanbul"",""Alexandria""]","","2","[""Rim"",""Afina"",""Istanbul"",""Iskandariya""]","1","[""Rome"",""Athens"",""Istanbul"",""Alexandria""]","Hansı şəhər vaxtilə Bizans kimi tanınırdı?","[""Roma"",""Atina"",""İstanbul"",""İskenderiye""]","Które miasto było dawniej znane jako Bizancjum?","","[""Roma"",""Afina"",""İstanbul"",""İsgəndəriyyə""]","Bir zamanlar Bizans olarak bilinen şehir hangisiydi?","","Какой город когда-то был известен как Византия?","Stambuł był pierwotnie grecką kolonią założoną w VII wieku p.n.e. o nazwie Bizancjum, a później, w IV wieku n.e., został przemianowany na Konstantynopol.","","","[""Рим"",""Афины"",""Стамбул"",""Александрия""]","5","","","Qaysi shahar ilgari Vizantiya nomi bilan mashhur bo'lgan?","698665765d8802d5c542cc2a","2026-02-06T22:04:38.855000","2026-07-09T02:18:37.489000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which document declared American independence?","12","history","[""Constitution"",""Bill of Rights"",""Declaration of Independence"",""Articles of Confederation""]","","2","[""Konstitutsiya"",""Huquqlar to'g'risidagi qonun"",""Mustaqillik deklaratsiyasi"",""Konfederatsiya moddalari""]","1","[""Konstytucja"",""Bill of Rights"",""Deklaracja niepodległości Stanów Zjednoczonych"",""Artykuły Konfederacji""]","Hansı sənəd Amerikanın müstəqilliyini elan etdi?","[""Anayasa"",""Haklar Bildirgesi"",""Bağımsızlık Bildirgesi"",""Konfederasyon Maddeleri""]","Który dokument ogłosił niepodległość Ameryki?","","[""Konstitusiya"",""Hüquqlar haqqında qanun"",""Müstəqillik Bəyannaməsi"",""Konfederasiya Maddələri""]","Amerikan bağımsızlığını hangi belge ilan etti?","","Какой документ провозгласил независимость Америки?","","","","[""Конституция"",""Билль о правах"",""Декларация независимости"",""Статьи Конфедерации""]","5","","","Qaysi hujjat Amerika mustaqilligini e'lon qildi?","69866575aff93557f55cabe7","2026-02-06T22:04:37.018000","2026-07-09T02:18:38.523000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was the founder of the Mughal Empire?","12","history","[""Akbar"",""Babur"",""Shah Jahan"",""Aurangzeb""]","","1","[""Akbar"",""Bobur"",""Shoh Jahon"",""Aurangzeb""]","1","[""Akbar"",""Babur"",""Shah Jahan"",""Aurangzeb""]","Böyük Moğol İmperiyasının banisi kim idi?","[""Ekber"",""Babür"",""Şah Cihan"",""Aurangzeb""]","Kto był założycielem Imperium Mogołów?","","[""Əkbər"",""Babur"",""Şah Cahan"",""Aurənqzeb""]","Mughal İmparatorluğu'nun kurucusu kimdi?","","Кто был основателем империи Великих Моголов?","Babur był założycielem Imperium Mogołów w Indiach, które powstało po jego zwycięstwie w pierwszej bitwie pod Panipatem w 1526 roku.","","","[""Акбар"",""Бабур"",""Шах Джахан"",""Аурангзеб""]","5","","","Mo'g'ullar imperiyasining asoschisi kim bo'lgan?","698665746175b2a5b12c012d","2026-02-06T22:04:36.901000","2026-07-09T02:18:39.871000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which war was triggered by Iraq’s invasion of Kuwait?","12","history","[""Iran–Iraq War"",""Gulf War"",""Six-Day War"",""Yom Kippur War""]","","1","[""Eron-Iroq urushi"",""Ko'rfaz urushi"",""Olti kunlik urush"",""Yom Kippur urushi""]","1","[""Wojna iracko-irańska"",""Wojna w Zatoce Perskiej"",""Wojna sześciodniowa"",""Wojna Jom Kipur""]","İraqın Küveytə hücumu hansı müharibəyə səbəb oldu?","[""İran-Irak Savaşı"",""Körfez Savaşı"",""Altı Gün Savaşı"",""Yom Kippur Savaşı""]","Która wojna została wywołana przez inwazję Iraku na Kuwejt?","","[""İran-İraq müharibəsi"",""Körfəz müharibəsi"",""Altı günlük müharibə"",""Yom Kippur müharibəsi""]","Irak'ın Kuveyt'i işgali hangi savaşı tetikledi?","","Какая война была спровоцирована вторжением Ирака в Кувейт?","","","","[""Ирано-иракская война"",""Война в Персидском заливе"",""Шестидневная война"",""Война Судного дня""]","5","","","Iroqning Quvaytga bostirib kirishi qaysi urushga turtki bo'ldi?","69866574ace9100df539afec","2026-02-06T22:04:36.786000","2026-07-09T02:18:42.803000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was the first man in space?","12","history","[""Neil Armstrong"",""Yuri Gagarin"",""Buzz Aldrin"",""Alan Shepard""]","","1","[""Neil Armstrong"",""Yuriy Gagarin"",""Buzz Aldrin"",""Alan Shepard""]","1","[""Neil Armstrong"",""Yuri Gagarin"",""Buzz Aldrin"",""Alan Shepard""]","Kosmosa uçan ilk insan kim idi?","[""Neil Armstrong"",""Yuri Gagarin"",""Buzz Aldrin"",""Alan Shepard""]","Kto był pierwszym człowiekiem w przestrzeni kosmicznej?","","[""Neil Armstrong"",""Yuri Qaqarin"",""Buzz Aldrin"",""Alan Şepard""]","Uzaya çıkan ilk insan kimdi?","","Кто был первым человеком в космосе?","","","","[""Нил Армстронг"",""Юрий Гагарин"",""Базз Олдрин"",""Алан Шепард""]","5","","","Kosmosga birinchi bo'lib chiqqan odam kim edi?","698665742474b6627195933e","2026-02-06T22:04:36.664000","2026-07-09T02:18:49.560000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What ancient trade route connected East and West?","12","history","[""Spice Route"",""Amber Road"",""Silk Road"",""Royal Road""]","","2","[""Ziravorlar yo'li"",""Qahrabon yo'li"",""Ipak yo'li"",""Qirollik yo'li""]","1","[""Szlak korzenny"",""Szlak bursztynowy"",""Jedwabny Szlak"",""Droga Królewska""]","Şərqlə Qərbi hansı qədim ticarət yolu birləşdirirdi?","[""Baharat Yolu"",""Kehribar Yolu"",""İpek Yolu"",""Kraliyet Yolu""]","Jaki starożytny szlak handlowy łączył Wschód z Zachodem?","","[""Ədviyyat Yolu"",""Kəhrəba Yolu"",""İpək Yolu"",""Kral Yolu""]","Doğu ve Batı'yı birbirine bağlayan eski ticaret yolu neydi?","","Какой древний торговый путь соединял Восток и Запад?","","","","[""Пряный маршрут"",""Янтарная дорога"",""Шелковый путь"",""Королевская дорога""]","5","","","Sharq va G'arbni qaysi qadimiy savdo yo'li bog'lagan?","69866574f0ae5c430c5035ac","2026-02-06T22:04:36.077000","2026-07-09T02:18:50.740000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which empire used the SPQR motto?","12","history","[""Greek"",""Roman"",""Persian"",""Egyptian""]","","1","[""Yunoncha"",""Rimcha"",""Forscha"",""Misrcha""]","1","[""Greckie"",""Rzymskie"",""Perskie"",""Egipskie""]","SPQR şüarından hansı imperiya istifadə edirdi?","[""Yunanca"",""Roma"",""Farsça"",""Mısırca""]","Które imperium używało zawołania SPQR?","","[""Yunan"",""Roma"",""Fars"",""Misir""]","Hangi imparatorluk SPQR sloganını kullandı?","","Какая империя использовала девиз SPQR?","","","","[""Греческий"",""Римский"",""Персидский"",""Египетский""]","5","","","SPQR shiori qaysi imperiyadan foydalangan?","698665713ab5d56f26eb3b89","2026-02-06T22:04:33.660000","2026-07-09T02:18:51.887000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who was the longest-reigning British monarch before Elizabeth II?","12","history","[""Victoria"",""George III"",""Henry VIII"",""Elizabeth I""]","","0","[""Viktoriya"",""Jorj III"",""Genrix VIII"",""Yelizaveta I""]","1","[""Victoria"",""George III"",""Henry VIII"",""Elizabeth I""]","II Yelizavetadan əvvəl ən uzun müddət hakimiyyətdə olan Britaniya monarxı kim idi?","[""Victoria"",""III. George"",""VIII. Henry"",""I. Elizabeth""]","Kto był najdłużej panującym brytyjskim monarchą przed Elżbietą II?","","[""Viktoriya"",""III Corc"",""VIII Henri"",""I Yelizaveta""]","II. Elizabeth'ten önce en uzun süre tahta kalan İngiliz hükümdarı kimdi?","","Кто был самым долгоправящим британским монархом до Елизаветы II?","Królowa Victoria panowała przez 63 lata i 216 dni, co czyniło ją rekordzistką przed Elżbietą II, której panowanie trwało ponad 70 lat.","","","[""Виктория"",""Георг III"",""Генрих VIII"",""Елизавета I""]","5","","","Yelizaveta II dan oldin eng uzoq vaqt hukmronlik qilgan Britaniya monarxi kim bo'lgan?","698665704d1168b6a243e912","2026-02-06T22:04:32.080000","2026-07-09T02:18:53.363000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which revolution led to the rise of communism in Russia?","12","history","[""February Revolution"",""October Revolution"",""French Revolution"",""Industrial Revolution""]","","1","[""Fevral inqilobi"",""Oktyabr inqilobi"",""Fransuz inqilobi"",""Sanoat inqilobi""]","1","[""Rewolucja lutowa"",""Rewolucja październikowa"",""Rewolucja francuska"",""Rewolucja przemysłowa""]","Rusiyada kommunizmin yüksəlişinə hansı inqilab səbəb oldu?","[""Şubat Devrimi"",""Ekim Devrimi"",""Fransız Devrimi"",""Sanayi Devrimi""]","Która rewolucja doprowadziła do powstania komunizmu w Rosji?","","[""Fevral İnqilabı"",""Oktyabr İnqilabı"",""Fransa İnqilabı"",""Sənaye İnqilabı""]","Rusya'da komünizmin yükselişine hangi devrim yol açtı?","","Какая революция привела к приходу к власти коммунизма в России?","Rewolucja październikowa z 1917 roku doprowadziła do przejęcia władzy przez bolszewików, co położyło podwaliny pod powstanie Związku Radzieckiego i wprowadzenie rządów komunistycznych.","","","[""Февральская революция"",""Октябрьская революция"",""Французская революция"",""Промышленная революция""]","5","","","Rossiyada kommunizmning yuksalishiga qaysi inqilob olib keldi?","6986656f00dadec7c830a469","2026-02-06T22:04:31.911000","2026-07-09T02:18:54.804000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
